citation_id,run_id,ticker,claim_type,claim_text,source_doc_id,source_url,source_version,filing_date,section_ref,page_ref,quote,extraction_method,recorded_by,recorded_at,verification_status,verified_by,verified_at,notes
CIT-pilot25_2026Q1_v1-A-011,pilot25_2026Q1_v1,A,qualitative,Workforce-related statement for A,SRC-pilot25_2026Q1_v1-FILING-A-000109087225000087,https://www.sec.gov/Archives/edgar/data/1090872/000109087225000087/a-20251031.htm,0001090872-25-000087,2025-12-22,auto_keyword_scan,,Employees have regular performance reviews with immediate supervisors.,script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-A-012,pilot25_2026Q1_v1,A,qualitative,Workforce-related statement for A,SRC-pilot25_2026Q1_v1-FILING-A-000109087225000087,https://www.sec.gov/Archives/edgar/data/1090872/000109087225000087/a-20251031.htm,0001090872-25-000087,2025-12-22,auto_keyword_scan,,Employee sessions are held regularly to share business and market updates and answer employee questions.,script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-AAPL-001,pilot25_2026Q1_v1,AAPL,qualitative,Workforce-related statement for AAPL,SRC-pilot25_2026Q1_v1-FILING-AAPL-000032019325000079,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm,0000320193-25-000079,2025-10-31,auto_keyword_scan,,"Although the Company believes the ownership of such intellectual property rights is an important factor in differentiating its business and that its success does depend in part on such ownership, the Company relies primarily on the innovative skills, technical competence and marketing abilities of its personnel.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-AAPL-002,pilot25_2026Q1_v1,AAPL,numeric,Employee count candidate for AAPL: 166000,SRC-pilot25_2026Q1_v1-FILING-AAPL-000032019325000079,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm,0000320193-25-000079,2025-10-31,auto_keyword_scan,,"As of September 27, 2025, the Company had approximately 166,000 full-time equivalent employees.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-AAPL-003,pilot25_2026Q1_v1,AAPL,qualitative,Workforce-related statement for AAPL,SRC-pilot25_2026Q1_v1-FILING-AAPL-000032019325000079,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm,0000320193-25-000079,2025-10-31,auto_keyword_scan,,"The Company believes that compensation should be competitive and equitable, and offers discretionary cash and equity awards to enable employees to share in the Company s success.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-AAPL-004,pilot25_2026Q1_v1,AAPL,qualitative,Workforce-related statement for AAPL,SRC-pilot25_2026Q1_v1-FILING-AAPL-000032019325000079,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm,0000320193-25-000079,2025-10-31,auto_keyword_scan,,"In support of this, the Company offers a wide variety of benefits for employees around the world, including health, wellness and time away.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-AAPL-005,pilot25_2026Q1_v1,AAPL,qualitative,Workforce-related statement for AAPL,SRC-pilot25_2026Q1_v1-FILING-AAPL-000032019325000079,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm,0000320193-25-000079,2025-10-31,auto_keyword_scan,,"Team members can also take advantage of online classes for business, technical and personal development.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-AAPL-006,pilot25_2026Q1_v1,AAPL,qualitative,Workforce-related statement for AAPL,SRC-pilot25_2026Q1_v1-FILING-AAPL-000032019325000079,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm,0000320193-25-000079,2025-10-31,auto_keyword_scan,,"The Company believes that open and honest communication among team members, managers and leaders helps create an open, collaborative work environment where everyone can contribute, grow and succeed.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-AAPL-007,pilot25_2026Q1_v1,AAPL,qualitative,Workforce-related statement for AAPL,SRC-pilot25_2026Q1_v1-FILING-AAPL-000032019325000079,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm,0000320193-25-000079,2025-10-31,auto_keyword_scan,,"Team members are encouraged to come to their managers with questions, feedback or concerns, and the Company conducts surveys that gauge employee sentiment in areas like career development, manager performance and inclusion.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-AAPL-008,pilot25_2026Q1_v1,AAPL,qualitative,Workforce-related statement for AAPL,SRC-pilot25_2026Q1_v1-FILING-AAPL-000032019325000079,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm,0000320193-25-000079,2025-10-31,auto_keyword_scan,,The Company is committed to the safety and security of its team members everywhere it operates.,script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-AAPL-009,pilot25_2026Q1_v1,AAPL,qualitative,Workforce-related statement for AAPL,SRC-pilot25_2026Q1_v1-FILING-AAPL-000032019325000079,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm,0000320193-25-000079,2025-10-31,auto_keyword_scan,,"The Company supports employees with general safety, security and crisis management training, and by putting specific programs in place for those working in potentially high-hazard environments.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-AAPL-010,pilot25_2026Q1_v1,AAPL,qualitative,Workforce-related statement for AAPL,SRC-pilot25_2026Q1_v1-FILING-AAPL-000032019325000079,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm,0000320193-25-000079,2025-10-31,auto_keyword_scan,,"Political events, trade and other international disputes, geopolitical tensions, conflict, terrorism, natural disasters, public health issues, industrial accidents and other business interruptions can have a material adverse effect on the Company and its customers, employees, suppliers, contract manufacturers, logistics providers, distributors, cellular network carriers and other channel partners.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-AAPL-011,pilot25_2026Q1_v1,AAPL,qualitative,Workforce-related statement for AAPL,SRC-pilot25_2026Q1_v1-FILING-AAPL-000032019325000079,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm,0000320193-25-000079,2025-10-31,auto_keyword_scan,,"the imposition of protective public safety measures, such as stringent employee travel restrictions and limitations on freight services and the movement of products between regions;",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-AAPL-012,pilot25_2026Q1_v1,AAPL,qualitative,Workforce-related statement for AAPL,SRC-pilot25_2026Q1_v1-FILING-AAPL-000032019325000079,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/aapl-20250927.htm,0000320193-25-000079,2025-10-31,auto_keyword_scan,,"The success of new product and service introductions depends on a number of factors, including the Company s ability to recruit and retain highly skilled personnel to execute on its strategic initiatives, and the timely and successful development and market acceptance of new products, services and technologies.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABBV-001,pilot25_2026Q1_v1,ABBV,qualitative,Workforce-related statement for ABBV,SRC-pilot25_2026Q1_v1-FILING-ABBV-000155115226000008,https://www.sec.gov/Archives/edgar/data/1551152/000155115226000008/abbv-20251231.htm,0001551152-26-000008,2026-02-20,auto_keyword_scan,,"AbbVie seeks to protect its technology and product candidates, in part, by confidentiality agreements with its employees, consultants, advisors, contractors and collaborators.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABBV-002,pilot25_2026Q1_v1,ABBV,qualitative,Workforce-related statement for ABBV,SRC-pilot25_2026Q1_v1-FILING-ABBV-000155115226000008,https://www.sec.gov/Archives/edgar/data/1551152/000155115226000008/abbv-20251231.htm,0001551152-26-000008,2026-02-20,auto_keyword_scan,,"To the extent that AbbVie s employees, consultants, advisors, contractors and collaborators use intellectual property owned by others in their work for the company, disputes may arise as to the rights in related or resulting know-how and inventions.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABBV-003,pilot25_2026Q1_v1,ABBV,numeric,Employee count candidate for ABBV: 57000,SRC-pilot25_2026Q1_v1-FILING-ABBV-000155115226000008,https://www.sec.gov/Archives/edgar/data/1551152/000155115226000008/abbv-20251231.htm,0001551152-26-000008,2026-02-20,auto_keyword_scan,,"Employees AbbVie employed approximately 57,000 employees in over 70 countries as of December 31, 2025.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABBV-004,pilot25_2026Q1_v1,ABBV,qualitative,Workforce-related statement for ABBV,SRC-pilot25_2026Q1_v1-FILING-ABBV-000155115226000008,https://www.sec.gov/Archives/edgar/data/1551152/000155115226000008/abbv-20251231.htm,0001551152-26-000008,2026-02-20,auto_keyword_scan,,"Outside the United States, some of AbbVie's employees are represented by unions or works councils.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABBV-005,pilot25_2026Q1_v1,ABBV,qualitative,Workforce-related statement for ABBV,SRC-pilot25_2026Q1_v1-FILING-ABBV-000155115226000008,https://www.sec.gov/Archives/edgar/data/1551152/000155115226000008/abbv-20251231.htm,0001551152-26-000008,2026-02-20,auto_keyword_scan,,AbbVie believes that it has good relations with its employees.,script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABBV-006,pilot25_2026Q1_v1,ABBV,qualitative,Workforce-related statement for ABBV,SRC-pilot25_2026Q1_v1-FILING-ABBV-000155115226000008,https://www.sec.gov/Archives/edgar/data/1551152/000155115226000008/abbv-20251231.htm,0001551152-26-000008,2026-02-20,auto_keyword_scan,,"Human Capital Management Attracting, retaining and providing meaningful growth and development opportunities to AbbVie's employees is critical to the company's success in making a remarkable impact on people s lives around the world.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABBV-007,pilot25_2026Q1_v1,ABBV,qualitative,Workforce-related statement for ABBV,SRC-pilot25_2026Q1_v1-FILING-ABBV-000155115226000008,https://www.sec.gov/Archives/edgar/data/1551152/000155115226000008/abbv-20251231.htm,0001551152-26-000008,2026-02-20,auto_keyword_scan,,"AbbVie leverages numerous resources to identify and enhance strategic and leadership capability, foster employee engagement and create a culture where talent is productive and engaged.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABBV-008,pilot25_2026Q1_v1,ABBV,qualitative,Workforce-related statement for ABBV,SRC-pilot25_2026Q1_v1-FILING-ABBV-000155115226000008,https://www.sec.gov/Archives/edgar/data/1551152/000155115226000008/abbv-20251231.htm,0001551152-26-000008,2026-02-20,auto_keyword_scan,,"AbbVie invests in its employees through competitive compensation, benefits and employee support programs and offers best-in-class development and leadership opportunities.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABBV-009,pilot25_2026Q1_v1,ABBV,qualitative,Workforce-related statement for ABBV,SRC-pilot25_2026Q1_v1-FILING-ABBV-000155115226000008,https://www.sec.gov/Archives/edgar/data/1551152/000155115226000008/abbv-20251231.htm,0001551152-26-000008,2026-02-20,auto_keyword_scan,,"In addition to offering a comprehensive suite of benefits ranging from medical and dental coverage to retirement, disability and life insurance programs, AbbVie also provides health promotion programs, mental health awareness campaigns and employee assistance programs in several countries, financial wellness support, on-site health screenings and immunizations in several countries and on-site fitness and rehabilitation centers.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABBV-010,pilot25_2026Q1_v1,ABBV,qualitative,Workforce-related statement for ABBV,SRC-pilot25_2026Q1_v1-FILING-ABBV-000155115226000008,https://www.sec.gov/Archives/edgar/data/1551152/000155115226000008/abbv-20251231.htm,0001551152-26-000008,2026-02-20,auto_keyword_scan,,"In addition, the AbbVie Employee Assistance Fund (a part of the AbbVie Foundation) supports two programs for global employees: the AbbVie Possibilities Scholarship for children of employees, which is an annual merit-based scholarship for use at accredited colleges, universities or vocational-technical schools;",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABBV-011,pilot25_2026Q1_v1,ABBV,qualitative,Workforce-related statement for ABBV,SRC-pilot25_2026Q1_v1-FILING-ABBV-000155115226000008,https://www.sec.gov/Archives/edgar/data/1551152/000155115226000008/abbv-20251231.htm,0001551152-26-000008,2026-02-20,auto_keyword_scan,,"and the Employee Relief Program, which is financial assistance to support short term needs of employees when faced with large-scale disasters (e.g., a hurricane), individual disasters (e.g., a home fire) or financial hardship (e.g., the death of a spouse).",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABBV-012,pilot25_2026Q1_v1,ABBV,qualitative,Workforce-related statement for ABBV,SRC-pilot25_2026Q1_v1-FILING-ABBV-000155115226000008,https://www.sec.gov/Archives/edgar/data/1551152/000155115226000008/abbv-20251231.htm,0001551152-26-000008,2026-02-20,auto_keyword_scan,,New AbbVie employees are given a tailored onboarding experience for faster integration and to support performance.,script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABNB-001,pilot25_2026Q1_v1,ABNB,qualitative,Workforce-related statement for ABNB,SRC-pilot25_2026Q1_v1-FILING-ABNB-000155972026000004,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/abnb-20251231.htm,0001559720-26-000004,2026-02-12,auto_keyword_scan,,"our approach to human capital management, including future headcount, our Live and Work Anywhere policy and other human capital initiatives and commitments;",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABNB-002,pilot25_2026Q1_v1,ABNB,qualitative,Workforce-related statement for ABNB,SRC-pilot25_2026Q1_v1-FILING-ABNB-000155972026000004,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/abnb-20251231.htm,0001559720-26-000004,2026-02-12,auto_keyword_scan,,"We operate with five key stakeholders in mind: our employees, shareholders, hosts, guests, and the communities we serve.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABNB-003,pilot25_2026Q1_v1,ABNB,numeric,Employee count candidate for ABNB: 8200,SRC-pilot25_2026Q1_v1-FILING-ABNB-000155972026000004,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/abnb-20251231.htm,0001559720-26-000004,2026-02-12,auto_keyword_scan,,"As of December 31, 2025, we had approximately 8,200 employees.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABNB-004,pilot25_2026Q1_v1,ABNB,qualitative,Workforce-related statement for ABNB,SRC-pilot25_2026Q1_v1-FILING-ABNB-000155972026000004,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/abnb-20251231.htm,0001559720-26-000004,2026-02-12,auto_keyword_scan,,"Consistent with prior years, we relied on a global network of approximately 13,000 third-party workers as of December 31, 2025, to support the majority of our community support contacts.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABNB-005,pilot25_2026Q1_v1,ABNB,qualitative,Workforce-related statement for ABNB,SRC-pilot25_2026Q1_v1-FILING-ABNB-000155972026000004,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/abnb-20251231.htm,0001559720-26-000004,2026-02-12,auto_keyword_scan,,"Our internal community support employees focus on managing complex and sensitive issues, while enablement teams support all community-facing teams and partners.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABNB-006,pilot25_2026Q1_v1,ABNB,qualitative,Workforce-related statement for ABNB,SRC-pilot25_2026Q1_v1-FILING-ABNB-000155972026000004,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/abnb-20251231.htm,0001559720-26-000004,2026-02-12,auto_keyword_scan,,We continue to invest in programs that support all employee growth and learning throughout the employee lifecycle.,script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABNB-007,pilot25_2026Q1_v1,ABNB,qualitative,Workforce-related statement for ABNB,SRC-pilot25_2026Q1_v1-FILING-ABNB-000155972026000004,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/abnb-20251231.htm,0001559720-26-000004,2026-02-12,auto_keyword_scan,,"Our Live and Work Anywhere policy allows for the vast majority of our employees to work remotely, supporting our ability to expand our talent pool well beyond the commuting range of our physical offices.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABNB-008,pilot25_2026Q1_v1,ABNB,qualitative,Workforce-related statement for ABNB,SRC-pilot25_2026Q1_v1-FILING-ABNB-000155972026000004,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/abnb-20251231.htm,0001559720-26-000004,2026-02-12,auto_keyword_scan,,"We believe this allows us to attract the best employees, as it helps us to have a broader and more diverse range of qualified candidates for any given position.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABNB-009,pilot25_2026Q1_v1,ABNB,qualitative,Workforce-related statement for ABNB,SRC-pilot25_2026Q1_v1-FILING-ABNB-000155972026000004,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/abnb-20251231.htm,0001559720-26-000004,2026-02-12,auto_keyword_scan,,"We continue to promote employee connection and alignment with our business priorities through regular collaboration, including in-person sessions at offices or off-site locations, reinforcing both our remote flexibility and our focus on team cohesion tied to our product roadmap.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABNB-010,pilot25_2026Q1_v1,ABNB,qualitative,Workforce-related statement for ABNB,SRC-pilot25_2026Q1_v1-FILING-ABNB-000155972026000004,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/abnb-20251231.htm,0001559720-26-000004,2026-02-12,auto_keyword_scan,,"Climate Change We continue to pursue our goal of operating as a net zero company for our global corporate operations by year end 2030, reducing greenhouse gas emissions associated with our corporate operations across Scope 1 (direct emissions from stationary combustion and 5 Table of Contents refrigerants), Scope 2 (indirect emissions from purchased electricity, purchased electricity from diesel generators, onsite renewable electricity and purchased direct heat (market-based)), and select Scope 3 categories as currently defined by the Greenhouse Gas Protocol (these select Scope 3 categories are purchased goods and services, capital goods, fuel- and energy-related activities (not included in Scope 1 or Scope 2), waste generated in operations, business travel, employee commuting, and upstream leased assets).",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABNB-011,pilot25_2026Q1_v1,ABNB,qualitative,Workforce-related statement for ABNB,SRC-pilot25_2026Q1_v1-FILING-ABNB-000155972026000004,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/abnb-20251231.htm,0001559720-26-000004,2026-02-12,auto_keyword_scan,,"We take a variety of technical and organizational security measures and other procedures and protocols designed to protect personal data, including data pertaining to hosts, guests, employees, and others.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABNB-012,pilot25_2026Q1_v1,ABNB,qualitative,Workforce-related statement for ABNB,SRC-pilot25_2026Q1_v1-FILING-ABNB-000155972026000004,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/abnb-20251231.htm,0001559720-26-000004,2026-02-12,auto_keyword_scan,,"To establish and protect our proprietary rights, we rely on a combination of patents, trade secrets, trademarks, copyrights, domain names, social media handles, know-how, license agreements, confidentiality procedures, non-disclosure agreements with third parties, employee disclosure and invention assignment agreements, and other intellectual property and contractual rights.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABT-001,pilot25_2026Q1_v1,ABT,qualitative,Workforce-related statement for ABT,SRC-pilot25_2026Q1_v1-FILING-ABT-000162828026010185,https://www.sec.gov/Archives/edgar/data/1800/000162828026010185/abt-20251231.htm,0001628280-26-010185,2026-02-20,auto_keyword_scan,,"Abbott provides its employees opportunities to grow and develop their careers, market competitive compensation and benefit programs, and the satisfaction of being part of a global company dedicated to improving health in more than 160 countries.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABT-002,pilot25_2026Q1_v1,ABT,qualitative,Workforce-related statement for ABT,SRC-pilot25_2026Q1_v1-FILING-ABT-000162828026010185,https://www.sec.gov/Archives/edgar/data/1800/000162828026010185/abt-20251231.htm,0001628280-26-010185,2026-02-20,auto_keyword_scan,,"workforce, 46% of its global workforce, and 44% of its managers.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABT-003,pilot25_2026Q1_v1,ABT,qualitative,Workforce-related statement for ABT,SRC-pilot25_2026Q1_v1-FILING-ABT-000162828026010185,https://www.sec.gov/Archives/edgar/data/1800/000162828026010185/abt-20251231.htm,0001628280-26-010185,2026-02-20,auto_keyword_scan,,4 Table of Contents Talent Management Abbott has an integrated global talent management process that is designed to identify and assess talent across the organization and provide equal and consistent opportunities for employees to develop their skills.,script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABT-004,pilot25_2026Q1_v1,ABT,qualitative,Workforce-related statement for ABT,SRC-pilot25_2026Q1_v1-FILING-ABT-000162828026010185,https://www.sec.gov/Archives/edgar/data/1800/000162828026010185/abt-20251231.htm,0001628280-26-010185,2026-02-20,auto_keyword_scan,,"All levels of employees participate in Abbott s annual performance management process to create development plans that support their particular career objectives, and Abbott provides a broad range of training, mentoring and other development opportunities to help its employees meet these objectives.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABT-005,pilot25_2026Q1_v1,ABT,qualitative,Workforce-related statement for ABT,SRC-pilot25_2026Q1_v1-FILING-ABT-000162828026010185,https://www.sec.gov/Archives/edgar/data/1800/000162828026010185/abt-20251231.htm,0001628280-26-010185,2026-02-20,auto_keyword_scan,,"Our Culture Creating a culture of belonging is inherent to Abbott's business, from its leadership and benefits to its employee networks and programs.",script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
CIT-pilot25_2026Q1_v1-ABT-006,pilot25_2026Q1_v1,ABT,qualitative,Workforce-related statement for ABT,SRC-pilot25_2026Q1_v1-FILING-ABT-000162828026010185,https://www.sec.gov/Archives/edgar/data/1800/000162828026010185/abt-20251231.htm,0001628280-26-010185,2026-02-20,auto_keyword_scan,,Abbott is committed to fostering a workplace environment that allows its employees to reach their full potential.,script,pipeline,2026-03-16T17:13:46.951Z,unverified,,,
